CHR	POS	CMASS6608026	CMASS6607991	CMASS6389722	CMASS6169445	CMASS6169461	CMASS6169443
chr7	18076685	8	6	2	4	3	3
chr7	18076686	8	5	2	4	3	2
chr7	18076687	8	5	2	4	3	2
chr7	18076688	8	5	2	4	3	2
chr7	18076689	8	5	2	4	3	2
chr7	18076690	8	5	2	4	3	2
chr7	18076691	8	5	2	4	3	2
chr7	18076692	8	5	2	4	3	2
chr7	18076693	7	5	2	4	3	2
chr7	18076694	7	5	2	4	3	2
chr7	18076695	7	5	2	4	3	2
chr7	18076696	7	5	2	4	3	2
chr7	18076697	7	5	2	5	3	2
chr7	18076698	8	4	2	5	3	2
chr7	18076699	8	4	2	5	3	2
chr7	18076700	8	4	2	5	2	2
chr7	18076701	8	4	2	5	3	2
chr7	18076702	8	4	2	5	3	2
chr7	18076703	7	4	2	6	3	2
chr7	18076704	7	4	2	6	3	2
chr7	18076705	7	4	2	6	3	2
chr7	18076706	7	4	2	6	3	1
chr7	18076707	7	4	2	6	3	1
chr7	18076708	7	4	2	5	3	1
chr7	18076709	7	4	2	4	3	1
chr7	18076710	7	4	2	4	3	1
chr7	18076711	7	4	2	4	3	1
chr7	18076712	7	4	2	4	3	1
chr7	18076713	7	4	2	4	3	1
chr7	18076714	7	4	2	4	3	1
chr7	18076715	7	4	2	4	3	1
chr7	18076716	6	4	2	4	3	1
chr7	18076717	7	4	2	4	3	0
chr7	18076718	7	4	2	4	3	0
chr7	18076719	7	4	2	4	3	0
chr7	18076720	7	3	2	4	2	0
chr7	18076721	7	3	2	4	2	0
chr7	18076722	7	3	2	4	2	0
chr7	18076723	7	3	2	4	2	0
chr7	18076724	7	3	2	4	2	0
chr7	18076725	7	3	2	4	2	0
chr7	18076726	7	3	2	4	2	0
chr7	18076727	7	2	2	4	2	0
chr7	18076728	7	2	2	4	2	0
chr7	18076729	7	2	2	4	2	0
chr7	18076730	7	2	2	4	2	0
chr7	18076731	8	2	2	4	2	1
chr7	18076732	8	2	2	4	2	1
chr7	18076733	8	2	2	4	2	1
chr7	18076734	8	2	2	4	2	1
chr7	18076735	8	2	2	4	2	1
chr7	18076736	8	2	1	4	2	1
chr7	18076737	9	2	2	4	2	1
chr7	18076738	9	2	2	5	2	1
chr7	18076739	8	2	2	5	2	2
chr7	18076740	8	2	2	6	3	2
chr7	18076741	8	2	2	6	3	2
chr7	18076742	8	2	2	6	3	2
chr7	18076743	8	2	2	6	3	2
chr7	18076744	8	2	2	6	3	2
chr7	18076745	8	2	2	6	3	2
chr7	18076746	8	2	2	7	3	2
chr7	18076747	8	2	2	7	3	2
chr7	18076748	8	3	2	8	3	2
chr7	18076749	8	3	2	7	3	2
chr7	18076750	8	3	2	7	3	2
chr7	18076751	8	3	2	7	3	2
chr7	18076752	8	3	2	7	3	2
chr7	18076753	8	4	2	7	3	2
chr7	18076754	8	3	2	7	3	2
chr7	18076755	8	3	2	7	3	3
chr7	18076756	8	4	2	7	3	3
chr7	18076757	8	4	2	7	3	3
chr7	18076758	8	4	2	7	3	3
chr7	18076759	8	4	2	7	3	3
chr7	18076760	8	4	2	7	3	3
chr7	18076761	9	4	2	7	3	4
chr7	18076762	9	4	2	7	3	4
chr7	18076763	9	4	2	7	3	4
chr7	18076764	8	4	2	7	3	4
chr7	18076765	8	4	2	7	3	4
chr7	18076766	8	4	2	7	3	4
chr7	18076767	7	4	2	7	3	4
chr7	18076768	6	4	4	7	3	4
chr7	18076769	7	4	4	7	3	4
chr7	18076770	7	4	3	7	3	4
chr7	18076771	7	4	3	6	3	4
chr7	18076772	7	4	3	6	3	4
chr7	18076773	7	4	3	6	3	4
chr7	18076774	7	4	3	6	3	4
chr7	18076775	7	4	3	6	3	4
chr7	18076776	7	4	3	6	3	4
chr7	18076777	7	5	3	6	3	4
chr7	18076778	7	5	3	6	3	4
chr7	18076779	7	5	3	6	3	4
chr7	18076780	7	5	3	6	3	4
chr7	18076781	7	5	3	6	3	4
chr7	18076782	7	5	3	6	3	4
chr7	18076783	7	5	3	6	3	4
chr7	18076784	7	5	3	6	3	4
chr7	18076785	7	4	3	6	3	4
chr7	18076786	7	4	3	6	3	4
chr7	18076787	7	4	3	6	3	4
chr7	18076788	7	4	3	6	3	4
chr7	18076789	7	4	3	6	3	4
chr7	18076790	7	4	3	6	3	4
chr7	18076791	7	4	3	6	3	4
chr7	18076792	7	4	3	6	3	4
chr7	18076793	7	4	3	6	3	4
chr7	18076794	7	4	4	6	3	4
chr7	18076795	6	4	4	6	3	4
chr7	18076796	6	4	4	6	2	5
chr7	18076797	6	4	4	6	2	5
chr7	18076798	6	4	4	6	2	5
chr7	18076799	6	4	4	6	2	5
chr7	18076800	6	5	4	6	2	5
chr7	18076801	6	5	4	6	2	5
chr7	18076802	6	5	4	6	2	5
chr7	18076803	5	5	4	6	2	5
chr7	18076804	5	5	4	6	2	5
chr7	18076805	5	5	4	6	2	5
chr7	18076806	5	5	4	6	2	5
chr7	18076807	5	5	4	6	2	5
chr7	18076808	5	5	4	6	2	5
chr7	18076809	5	5	4	6	2	5
chr7	18076810	5	5	4	6	2	5
chr7	18076811	5	5	4	6	2	5
chr7	18076812	5	5	4	6	2	5
chr7	18076813	5	5	4	6	2	5
chr7	18076814	5	5	4	6	2	5
chr7	18076815	5	5	4	6	2	5
chr7	18076816	5	5	4	6	2	5
chr7	18076817	5	5	4	6	2	5
chr7	18076818	5	5	4	6	2	5
chr7	18076819	5	5	4	6	2	5
chr7	18076820	5	5	4	6	2	5
chr7	18076821	5	5	4	6	2	5
chr7	18076822	5	5	4	5	2	5
chr7	18076823	5	5	4	5	1	5
chr7	18076824	5	5	4	5	1	5
chr7	18076825	5	5	4	5	1	5
chr7	18076826	5	6	4	5	1	5
chr7	18076827	5	6	4	5	1	5
chr7	18076828	5	6	4	4	1	5
chr7	18076829	6	6	4	4	1	5
chr7	18076830	6	6	4	4	1	5
chr7	18076831	6	6	4	4	1	5
chr7	18076832	6	6	4	4	1	5
chr7	18076833	6	6	4	4	1	5
chr7	18076834	6	6	4	5	1	5
chr7	18076835	6	6	4	5	1	5
chr7	18076836	6	6	4	6	1	5
chr7	18076837	6	6	4	6	1	5
chr7	18076838	6	6	4	6	1	5
chr7	18076839	6	6	4	6	1	5
chr7	18076840	6	6	4	6	1	5
chr7	18076841	6	6	4	6	1	5
chr7	18076842	5	6	4	6	1	5
chr7	18076843	5	6	4	6	1	5
chr7	18076844	5	6	4	6	1	5
chr7	18076845	6	6	4	6	1	5
chr7	18076846	6	6	4	6	1	5
chr7	18076847	6	6	4	6	1	5
chr7	18076848	6	6	4	6	1	5
chr7	18076849	6	6	4	6	1	5
chr7	18076850	6	6	4	7	1	5
chr7	18076851	7	6	4	7	1	5
chr7	18076852	7	6	4	7	1	5
chr7	18076853	7	6	4	7	1	5
chr7	18076854	7	6	4	7	1	5
chr7	18076855	7	6	4	7	1	5
chr7	18076856	6	6	4	7	1	4
chr7	18076857	6	6	4	7	1	4
chr7	18076858	6	6	4	7	1	4
chr7	18076859	7	6	4	7	1	4
chr7	18076860	7	6	4	7	1	4
chr7	18076861	7	6	4	7	1	4
chr7	18076862	6	6	3	7	1	4
chr7	18076863	6	6	3	6	1	4
chr7	18076864	7	6	3	6	1	3
chr7	18076865	7	6	3	6	0	3
chr7	18076866	7	6	3	6	0	3
chr7	18076867	7	6	3	6	0	3
chr7	18076868	7	6	3	6	1	3
chr7	18076869	7	6	3	6	1	3
chr7	18076870	7	6	3	6	1	3
chr7	18076871	7	6	3	5	1	3
chr7	18076872	7	6	3	5	1	3
chr7	18076873	7	5	3	4	1	3
chr7	18076874	7	5	3	4	1	3
chr7	18076875	7	5	3	4	1	3
chr7	18076876	7	5	3	4	1	3
chr7	18076877	7	5	3	4	1	3
chr7	18076878	7	4	3	4	1	3
chr7	18076879	7	4	3	4	1	4
chr7	18076880	7	4	3	4	1	3
chr7	18076881	7	3	3	4	1	4
chr7	18076882	7	3	3	4	1	6
chr7	18076883	7	3	3	4	1	6
chr7	18076884	7	3	3	4	1	6
chr7	18076885	7	4	3	4	1	6
chr7	18076886	6	4	3	4	1	6
chr7	18076887	6	4	3	4	1	6
chr7	18076888	6	4	3	5	1	6
chr7	18076889	6	4	3	5	1	8
chr7	18076890	6	4	3	5	1	8
chr7	18076891	6	4	3	5	1	8
chr7	18076892	6	4	3	5	1	8
chr7	18076893	6	4	1	5	1	8
chr7	18076894	5	4	1	5	1	8
chr7	18076895	5	4	1	5	1	8
chr7	18076896	5	4	1	5	1	8
chr7	18076897	5	4	1	5	1	8
chr7	18076898	5	4	1	5	1	8
chr7	18076899	5	5	1	5	1	8
chr7	18076900	5	5	1	5	1	8
chr7	18076901	5	5	1	5	1	8
chr7	18076902	5	4	1	5	1	8
chr7	18076903	5	4	1	5	1	8
chr7	18076904	5	4	1	5	1	8
chr7	18076905	5	4	1	5	1	8
chr7	18076906	5	4	1	6	1	8
chr7	18076907	5	4	1	6	1	8
chr7	18076908	5	4	1	6	1	8
chr7	18076909	5	4	1	6	1	8
chr7	18076910	5	4	1	6	1	8
chr7	18076911	5	4	1	6	1	8
chr7	18076912	5	4	1	7	1	8
chr7	18076913	5	4	1	7	1	8
chr7	18076914	5	4	1	7	1	8
chr7	18076915	5	4	1	7	1	8
chr7	18076916	5	4	1	7	1	8
chr7	18076917	5	4	1	7	1	8
chr7	18076918	5	4	1	7	1	8
chr7	18076919	5	5	0	7	2	8
chr7	18076920	6	5	0	7	2	8
chr7	18076921	6	5	0	7	2	7
chr7	18076922	6	5	0	7	2	7
chr7	18076923	6	5	0	7	2	7
chr7	18076924	6	5	0	7	2	7
chr7	18076925	6	4	0	7	2	7
chr7	18076926	6	4	0	7	2	7
chr7	18076927	6	4	0	7	2	7
chr7	18076928	7	4	0	7	2	7
chr7	18076929	7	4	0	7	2	7
chr7	18076930	7	4	0	7	2	7
chr7	18076931	7	4	0	7	2	7
chr7	18076932	7	4	0	8	2	7
chr7	18076933	7	4	0	8	2	7
chr7	18076934	7	4	0	8	2	7
chr7	18076935	7	4	0	8	2	7
chr7	18076936	7	4	0	8	2	7
chr7	18076937	7	4	0	8	2	7
chr7	18076938	7	4	0	8	2	8
chr7	18076939	7	4	0	8	2	8
chr7	18076940	7	4	0	8	2	8
chr7	18076941	7	4	0	8	2	8
chr7	18076942	7	4	0	8	2	8
chr7	18076943	7	4	0	8	2	8
chr7	18076944	8	4	0	8	2	8
chr7	18076945	9	4	0	8	2	9
chr7	18076946	9	4	0	8	2	9
chr7	18076947	9	4	1	8	2	9
chr7	18076948	9	4	1	8	2	9
chr7	18076949	9	4	1	9	2	9
chr7	18076950	9	4	1	9	2	9
chr7	18076951	9	3	1	10	2	9
chr7	18076952	10	3	1	11	2	9
chr7	18076953	10	3	1	11	2	9
chr7	18076954	10	3	2	11	2	9
chr7	18076955	10	3	2	11	2	9
chr7	18076956	10	3	2	11	2	9
chr7	18076957	10	3	2	11	2	9
chr7	18076958	10	3	2	11	2	9
chr7	18076959	10	3	2	10	2	9
chr7	18076960	10	3	2	10	2	9
chr7	18076961	10	3	2	9	2	9
chr7	18076962	10	3	2	9	2	9
chr7	18076963	10	3	2	9	2	9
chr7	18076964	10	4	2	9	2	9
chr7	18076965	10	4	2	9	2	9
chr7	18076966	10	4	2	9	2	9
chr7	18076967	10	4	2	9	2	9
chr7	18076968	10	4	2	9	2	9
chr7	18076969	10	4	2	9	2	9
chr7	18076970	9	4	2	9	2	9
chr7	18076971	9	4	2	9	2	9
chr7	18076972	9	4	2	9	2	9
chr7	18076973	9	4	2	9	2	9
chr7	18076974	9	4	2	9	2	9
chr7	18076975	9	4	2	8	2	9
chr7	18076976	8	4	2	8	2	9
chr7	18076977	8	4	2	8	2	9
chr7	18076978	8	4	3	8	2	9
chr7	18076979	8	5	4	8	2	9
chr7	18076980	8	5	4	8	2	9
chr7	18076981	8	5	4	8	2	9
chr7	18076982	8	5	4	8	2	9
chr7	18076983	8	5	4	8	2	10
chr7	18076984	7	5	4	8	2	11
chr7	18076985	7	5	4	8	2	11
chr7	18076986	7	5	4	8	2	11
chr7	18076987	7	5	4	8	2	11
chr7	18076988	7	6	4	8	2	11
chr7	18076989	6	7	4	8	2	11
chr7	18076990	6	8	4	7	2	11
chr7	18076991	6	8	4	7	2	11
chr7	18076992	6	8	4	7	2	11
chr7	18076993	6	8	4	7	1	11
chr7	18076994	6	8	4	7	1	11
chr7	18076995	6	8	4	7	1	11
chr7	18076996	6	8	4	7	1	11
chr7	18076997	6	8	4	7	1	11
chr7	18076998	6	8	4	7	1	11
chr7	18076999	6	8	4	7	1	11
chr7	18077000	6	8	4	7	1	11
chr7	18077001	6	8	4	7	1	11
chr7	18077002	6	8	4	7	1	11
chr7	18077003	6	8	4	7	1	11
chr7	18077004	6	8	4	7	1	10
chr7	18077005	6	8	4	7	1	10
chr7	18077006	6	8	4	7	1	9
chr7	18077007	6	8	4	7	1	7
chr7	18077008	6	8	4	7	1	7
chr7	18077009	6	8	4	7	1	7
chr7	18077010	7	7	4	7	1	7
chr7	18077011	7	7	4	7	1	6
chr7	18077012	7	7	4	7	1	6
chr7	18077013	7	7	4	6	1	6
chr7	18077014	7	7	4	6	1	4
chr7	18077015	7	7	4	6	1	4
chr7	18077016	7	7	4	6	1	4
chr7	18077017	7	7	4	6	1	4
chr7	18077018	7	7	4	6	1	4
chr7	18077019	7	7	4	6	1	4
chr7	18077020	7	7	4	6	1	4
chr7	18077021	7	7	4	6	1	4
chr7	18077022	7	7	4	6	1	4
chr7	18077023	7	7	4	6	1	4
chr7	18077024	7	7	4	6	1	4
chr7	18077025	7	7	4	6	1	4
chr7	18077026	7	7	4	6	1	4
chr7	18077027	7	7	4	6	1	4
chr7	18077028	7	7	4	6	1	4
chr7	18077029	7	7	4	6	2	4
chr7	18077030	7	7	4	6	2	5
chr7	18077031	7	7	4	5	2	5
chr7	18077032	7	7	4	5	2	5
chr7	18077033	7	7	4	5	2	5
chr7	18077034	7	8	4	5	2	5
chr7	18077035	8	9	4	5	2	5
chr7	18077036	8	9	4	5	2	5
chr7	18077037	8	10	4	4	2	5
chr7	18077038	8	10	4	5	2	5
chr7	18077039	8	10	4	5	2	5
chr7	18077040	8	10	4	5	2	5
chr7	18077041	9	10	4	5	2	5
chr7	18077042	9	10	4	5	2	5
chr7	18077043	9	11	4	5	3	5
chr7	18077044	9	10	4	5	2	5
chr7	18077045	8	10	4	5	2	5
chr7	18077046	8	10	4	5	2	5
chr7	18077047	8	10	4	5	3	5
chr7	18077048	9	10	4	5	3	5
chr7	18077049	9	11	4	5	3	5
chr7	18077050	9	11	4	5	3	5
chr7	18077051	9	11	4	6	3	6
chr7	18077052	9	11	4	6	3	6
chr7	18077053	8	11	4	6	3	6
chr7	18077054	8	11	4	6	3	6
chr7	18077055	8	11	5	6	3	6
chr7	18077056	8	11	5	6	3	6
chr7	18077057	8	11	5	5	3	6
chr7	18077058	8	12	5	5	3	6
chr7	18077059	8	12	6	5	3	6
chr7	18077060	8	12	6	5	3	6
chr7	18077061	8	12	6	5	3	6
chr7	18077062	8	12	6	5	3	6
chr7	18077063	9	12	6	5	4	5
chr7	18077064	9	12	6	5	4	5
chr7	18077065	9	12	6	5	4	5
chr7	18077066	9	12	6	5	4	5
chr7	18077067	9	12	6	5	4	5
chr7	18077068	9	12	8	5	4	5
chr7	18077069	8	12	8	6	4	5
chr7	18077070	7	12	8	7	4	4
chr7	18077071	7	12	8	7	4	4
chr7	18077072	7	12	7	7	4	4
chr7	18077073	7	12	7	7	4	4
chr7	18077074	7	12	7	6	4	5
chr7	18077075	7	12	7	6	4	5
chr7	18077076	7	12	7	5	4	5
chr7	18077077	6	12	7	5	4	5
chr7	18077078	6	12	7	5	4	5
chr7	18077079	5	13	6	5	4	5
chr7	18077080	5	13	7	5	4	5
chr7	18077081	5	13	7	5	4	5
chr7	18077082	6	13	7	5	4	5
chr7	18077083	6	13	7	5	4	5
chr7	18077084	6	13	7	5	5	5
chr7	18077085	6	14	7	5	5	5
chr7	18077086	6	14	7	5	5	5
chr7	18077087	6	14	7	5	5	5
chr7	18077088	6	14	7	5	5	5
chr7	18077089	6	13	7	5	5	5
chr7	18077090	6	13	7	5	5	5
chr7	18077091	6	13	7	5	5	5
chr7	18077092	7	13	7	5	5	5
chr7	18077093	7	13	7	5	5	5
chr7	18077094	7	13	7	5	5	5
chr7	18077095	7	13	7	5	6	5
chr7	18077096	7	13	7	5	6	5
chr7	18077097	7	13	8	5	6	5
chr7	18077098	7	13	8	5	6	5
chr7	18077099	7	13	8	6	6	5
chr7	18077100	7	13	8	6	6	5
chr7	18077101	7	13	8	7	6	5
chr7	18077102	7	13	8	7	6	5
chr7	18077103	7	13	7	7	6	5
chr7	18077104	7	12	6	7	6	5
chr7	18077105	7	12	6	7	6	5
chr7	18077106	7	12	6	7	6	5
chr7	18077107	7	12	6	7	6	5
chr7	18077108	7	12	6	7	6	4
chr7	18077109	7	12	6	7	6	3
chr7	18077110	7	13	6	7	6	3
chr7	18077111	7	14	6	7	6	3
chr7	18077112	7	15	6	7	6	3
chr7	18077113	7	14	6	7	6	3
chr7	18077114	7	13	6	7	6	3
chr7	18077115	7	12	6	7	6	3
chr7	18077116	7	12	6	7	6	3
chr7	18077117	7	12	6	7	6	3
chr7	18077118	7	12	6	7	6	3
chr7	18077119	7	12	6	7	6	3
chr7	18077120	7	12	6	7	6	3
chr7	18077121	7	12	6	7	6	3
chr7	18077122	7	12	6	7	6	3
chr7	18077123	7	12	6	7	7	3
chr7	18077124	7	12	6	7	7	3
chr7	18077125	7	12	6	7	7	3
chr7	18077126	7	12	6	7	7	4
chr7	18077127	7	12	6	7	7	4
chr7	18077128	7	12	6	7	7	5
chr7	18077129	7	12	6	7	7	5
chr7	18077130	7	12	6	7	7	5
chr7	18077131	7	12	6	7	7	5
chr7	18077132	7	12	6	7	7	5
chr7	18077133	7	12	6	7	7	5
chr7	18077134	7	12	7	7	7	5
chr7	18077135	6	12	7	7	8	5
chr7	18077136	6	12	7	7	8	5
chr7	18077137	6	12	7	7	8	5
chr7	18077138	7	12	7	7	8	5
chr7	18077139	8	12	7	7	8	5
chr7	18077140	8	12	7	7	8	5
chr7	18077141	8	12	7	7	8	5
chr7	18077142	8	12	7	7	8	5
chr7	18077143	8	12	7	7	8	5
chr7	18077144	8	12	7	7	8	5
chr7	18077145	8	12	7	7	8	5
chr7	18077146	8	12	7	7	8	5
chr7	18077147	8	12	7	7	8	5
chr7	18077148	8	13	7	7	8	5
chr7	18077149	8	12	7	7	8	5
chr7	18077150	8	12	7	7	8	5
chr7	18077151	8	12	7	7	8	5
chr7	18077152	8	12	7	7	8	5
chr7	18077153	8	12	7	7	8	5
chr7	18077154	8	13	7	8	7	5
chr7	18077155	8	13	7	8	7	4
chr7	18077156	8	13	7	8	7	4
chr7	18077157	9	13	7	8	7	4
chr7	18077158	9	13	7	8	7	4
chr7	18077159	9	12	7	8	7	4
chr7	18077160	8	11	7	8	7	4
chr7	18077161	8	11	7	8	7	4
chr7	18077162	8	10	7	8	7	4
chr7	18077163	8	10	7	7	7	4
chr7	18077164	8	10	7	7	7	4
chr7	18077165	9	10	7	7	7	4
chr7	18077166	8	10	7	7	7	4
chr7	18077167	8	10	7	7	7	4
chr7	18077168	8	9	7	7	6	4
chr7	18077169	8	9	7	7	6	4
chr7	18077170	8	9	7	7	6	4
chr7	18077171	8	9	7	7	6	5
chr7	18077172	8	9	7	7	5	5
chr7	18077173	7	9	7	7	5	5
chr7	18077174	7	8	7	7	5	5
chr7	18077175	7	8	7	7	5	6
chr7	18077176	7	8	7	6	5	5
chr7	18077177	7	8	7	6	5	5
chr7	18077178	7	8	7	6	6	5
chr7	18077179	7	8	7	6	6	5
chr7	18077180	7	8	6	7	6	5
chr7	18077181	7	8	6	7	6	5
chr7	18077182	7	8	6	7	6	6
chr7	18077183	7	7	6	7	6	6
chr7	18077184	7	7	5	8	6	6
chr7	18077185	7	7	5	8	6	6
chr7	18077186	7	7	5	8	6	6
chr7	18077187	7	7	5	8	6	6
chr7	18077188	6	7	5	8	5	2
chr7	18077189	6	7	5	8	5	6
chr7	18077190	6	7	5	8	5	6
chr7	18077191	6	7	5	8	5	6
chr7	18077192	6	7	5	8	5	6
chr7	18077193	6	7	3	8	5	6
chr7	18077194	6	7	3	8	5	6
chr7	18077195	6	7	3	7	5	6
chr7	18077196	6	7	3	7	5	6
chr7	18077197	6	7	3	7	5	6
chr7	18077198	6	7	3	7	5	6
chr7	18077199	6	7	3	7	5	6
chr7	18077200	7	7	3	7	5	5
chr7	18077201	7	7	3	7	6	5
chr7	18077202	8	7	3	6	6	5
chr7	18077203	8	7	3	6	6	5
chr7	18077204	8	6	3	6	6	5
chr7	18077205	8	6	2	6	6	5
chr7	18077206	8	6	2	6	6	5
chr7	18077207	7	6	3	6	6	5
chr7	18077208	7	6	3	6	6	5
chr7	18077209	7	6	3	7	5	5
chr7	18077210	7	5	3	7	5	5
chr7	18077211	7	5	3	7	5	5
chr7	18077212	7	5	3	7	5	5
chr7	18077213	7	5	3	7	5	5
chr7	18077214	7	5	3	7	5	5
chr7	18077215	7	5	3	7	5	6
chr7	18077216	7	5	3	7	5	6
chr7	18077217	6	5	3	7	5	6
chr7	18077218	6	5	3	7	5	6
chr7	18077219	6	5	3	7	5	6
chr7	18077220	7	5	3	7	4	6
chr7	18077221	7	5	3	7	4	6
chr7	18077222	7	5	3	7	4	6
chr7	18077223	7	5	3	7	4	6
chr7	18077224	7	5	3	6	4	6
chr7	18077225	7	5	3	6	4	6
chr7	18077226	7	5	3	5	4	6
chr7	18077227	7	5	3	5	4	6
chr7	18077228	7	5	3	5	4	6
chr7	18077229	7	5	3	5	4	6
chr7	18077230	7	5	3	5	4	6
chr7	18077231	7	5	3	5	4	6
chr7	18077232	7	5	3	5	4	6
chr7	18077233	7	5	3	5	4	6
chr7	18077234	8	5	3	5	4	6
chr7	18077235	8	4	3	5	4	6
chr7	18077236	8	3	3	5	4	6
chr7	18077237	8	2	3	5	4	6
chr7	18077238	8	2	3	5	4	6
chr7	18077239	8	2	3	5	4	6
chr7	18077240	8	2	3	5	5	6
chr7	18077241	8	2	3	5	5	6
chr7	18077242	8	2	3	5	5	6
chr7	18077243	8	2	3	5	5	7
chr7	18077244	8	2	3	5	5	7
chr7	18077245	8	2	3	5	5	7
chr7	18077246	8	2	4	5	5	7
chr7	18077247	9	2	4	5	5	7
chr7	18077248	9	2	4	5	4	7
chr7	18077249	9	2	4	5	5	7
chr7	18077250	9	2	4	5	5	7
chr7	18077251	9	2	4	5	5	6
chr7	18077252	9	2	4	5	5	6
chr7	18077253	9	2	4	5	5	6
chr7	18077254	9	2	4	5	5	5
chr7	18077255	9	2	4	5	5	5
chr7	18077256	9	2	4	5	5	5
chr7	18077257	9	3	4	5	5	5
chr7	18077258	10	3	4	5	5	6
chr7	18077259	10	3	3	5	5	6
chr7	18077260	10	3	3	5	4	6
chr7	18077261	10	3	3	5	4	6
chr7	18077262	10	3	3	5	4	6
chr7	18077263	9	3	3	5	4	6
chr7	18077264	8	3	5	5	4	6
chr7	18077265	8	3	5	5	4	6
chr7	18077266	8	3	5	5	4	7
chr7	18077267	8	3	5	5	4	7
chr7	18077268	8	4	5	5	4	7
chr7	18077269	8	4	5	5	4	7
chr7	18077270	8	4	5	5	4	7
chr7	18077271	8	4	5	5	4	7
chr7	18077272	8	4	5	5	4	8
chr7	18077273	8	3	5	5	4	8
chr7	18077274	8	3	5	5	4	8
chr7	18077275	8	3	5	5	4	8
chr7	18077276	8	3	5	5	4	8
chr7	18077277	8	4	5	5	4	8
chr7	18077278	8	4	5	5	4	8
chr7	18077279	8	3	5	4	4	8
chr7	18077280	8	3	5	4	4	8
chr7	18077281	8	3	5	4	4	8
chr7	18077282	7	3	5	4	4	8
chr7	18077283	7	3	5	4	4	8
chr7	18077284	7	3	5	4	5	8
chr7	18077285	7	3	5	4	5	8
chr7	18077286	7	3	5	4	5	8
chr7	18077287	7	3	5	5	5	8
chr7	18077288	7	3	5	5	5	8
chr7	18077289	7	3	6	5	5	8
chr7	18077290	6	3	6	5	5	8
chr7	18077291	6	3	6	5	5	8
chr7	18077292	6	3	6	5	5	8
chr7	18077293	6	3	6	5	5	8
chr7	18077294	6	3	6	5	5	8
chr7	18077295	6	3	6	5	5	8
chr7	18077296	6	4	6	5	5	8
chr7	18077297	6	4	6	5	5	7
chr7	18077298	6	4	6	6	5	7
chr7	18077299	6	4	6	6	5	7
chr7	18077300	6	4	6	6	5	7
chr7	18077301	6	4	6	6	5	6
chr7	18077302	6	4	6	7	5	6
chr7	18077303	6	4	6	7	4	6
chr7	18077304	6	4	6	7	4	6
chr7	18077305	6	4	6	6	4	6
chr7	18077306	6	4	6	6	4	6
chr7	18077307	6	4	6	6	4	5
chr7	18077308	6	4	6	6	4	5
chr7	18077309	6	4	6	5	4	5
chr7	18077310	6	4	6	5	4	5
chr7	18077311	7	4	6	5	4	5
chr7	18077312	7	4	6	5	4	5
chr7	18077313	7	4	6	5	4	5
chr7	18077314	7	4	6	5	4	5
chr7	18077315	7	4	6	5	4	5
chr7	18077316	7	4	6	5	4	5
chr7	18077317	7	4	6	5	4	5
chr7	18077318	7	4	6	5	4	5
chr7	18077319	7	4	6	4	4	5
chr7	18077320	7	4	6	4	4	5
chr7	18077321	7	4	6	4	4	5
chr7	18077322	7	4	6	4	4	5
chr7	18077323	7	4	6	4	4	5
chr7	18077324	7	4	6	4	4	5
chr7	18077325	6	4	6	5	4	5
chr7	18077326	6	4	6	5	3	5
chr7	18077327	5	4	6	5	3	5
chr7	18077328	5	5	6	6	3	5
chr7	18077329	5	5	6	6	3	5
chr7	18077330	5	5	7	6	3	5
chr7	18077331	5	5	7	6	3	5
chr7	18077332	5	5	6	6	3	5
chr7	18077333	5	5	6	6	4	5
chr7	18077334	5	5	6	6	4	5
chr7	18077335	5	5	6	6	4	5
chr7	18077336	5	5	6	6	4	5
chr7	18077337	5	5	6	6	4	5
chr7	18077338	5	5	6	6	4	5
chr7	18077339	5	6	6	6	4	5
chr7	18077340	5	6	7	6	4	4
chr7	18077341	5	6	7	6	4	4
chr7	18077342	6	6	7	6	4	4
chr7	18077343	6	6	7	6	4	4
chr7	18077344	6	6	7	6	4	4
chr7	18077345	5	7	7	6	4	4
chr7	18077346	5	7	7	6	4	4
chr7	18077347	5	7	6	6	4	4
chr7	18077348	5	7	6	6	4	4
chr7	18077349	5	7	6	6	4	4
chr7	18077350	5	7	6	6	4	4
chr7	18077351	5	7	6	6	4	4
chr7	18077352	5	7	6	6	4	4
chr7	18077353	5	7	6	6	4	4
chr7	18077354	6	7	6	6	4	5
chr7	18077355	6	7	6	6	4	5
chr7	18077356	6	8	6	6	4	5
chr7	18077357	6	8	6	6	4	5
chr7	18077358	6	8	6	6	4	5
chr7	18077359	5	8	6	6	4	5
chr7	18077360	5	9	6	6	4	5
chr7	18077361	5	10	6	6	4	5
chr7	18077362	6	10	6	6	4	5
chr7	18077363	6	10	6	6	4	5
chr7	18077364	6	10	6	6	4	5
chr7	18077365	6	10	6	6	3	5
chr7	18077366	6	11	6	6	3	5
chr7	18077367	6	11	6	6	3	5
chr7	18077368	6	11	6	6	3	4
chr7	18077369	6	11	6	6	3	4
chr7	18077370	6	11	6	6	3	4
chr7	18077371	6	11	5	6	4	4
chr7	18077372	5	11	5	6	4	4
chr7	18077373	5	11	5	6	4	4
chr7	18077374	5	11	5	6	3	4
chr7	18077375	5	11	5	6	3	4
chr7	18077376	5	11	5	7	3	4
chr7	18077377	5	11	5	8	3	4
chr7	18077378	5	12	5	8	4	4
chr7	18077379	5	12	5	8	4	4
chr7	18077380	5	12	5	8	4	4
chr7	18077381	5	12	5	8	4	6
